tokens,labels
"['stacie', 'just', 'hit', 'said', 'package', 'might', 'tomorrow', 'that is', 'case', 'i am', 'not', 'going', 'rave', 'san', 'fran', '#priorities']",neg
"['course', 'it is', 'aston', 'villa', 'played', 'park', 'saturday', 'bring']",neu
"['give', 'min', 'candy', 'dancer', 'deja', 'vu', 'i am', 'nutting', 'pump', 'bad', 'lol']",neg
"['cof', 'cof', 'someone', 'going', 'germany', 'november', '...', 'oh', 'really', 'envy', 'happy']",pos
"['thank', 'snow', 'cancelling', 'class', 'today', 'now', 'may', 'stop', 'snowing', 'can', 'drive', 'chapel', 'hill', 'tomorrow', 'i would', 'really', 'appreciate']",pos
"['chick', 'class', 'said', 'flacco', 'best', 'qb', 'league', 'chick', 'talkin', 'football', 'cant', 'wait', 'class', 'tomorrow', 'lol']",pos
"['#entrepreneur', '#angelinvestor', 'pitch', 'new', 'birthday', 'party', 'super', 'bowl', 'sunday', 'treat']",pos
"['#oilersmobile', 'july', 'sam', 'gagner', 'nice', 'least', 'another', 'year']",pos
"['mohamed', 'nasheed is', 'press', 'brief', 'coni', 'report', 'aug', 'via']",neu
"['wish', 'best', 'luck', 'boro', 'football', 'player', 'hope', 'kick', 'butt', 'saturday', 'shaun', '#winitforshaun']",pos
"['calling', 'reality', 'tv', 'fan', 'we are', 'inviting', 'li', 'reality', 'tv', 'star', 'join', 'google', 'hangout', 'sunday', 'can']",neu
"['honesty', 'often', 'best', 'policy', 'fabio', 'capello', 'russia', 'coach', 'hoping', 'ronaldo is', 'injury', 'serious', 'could not', 'play', 'tomorrow']",neg
"['bestie', 'gotta', 'go', 'see', 'flight', 'denzel', 'washington', 'come', 'friday', 'seems', 'good']",pos
"['dinner', 'athens', 'friend', 'preparing', 'game', 'saturday', '#olemiss', '#georgia']",neu
"['happy', 'def', 'think', 'come', 'tomorrow', 'boy', 'will']",pos
"['austin', 'river', 'game', 'people', 'sucking', 'rookie', 'chill']",neg
"['hello', 'may', 'ask', 'get', 'set', 'castle']",neu
"['throwback', 'thursday', 'daddy', 'joe', 'pa', 'rip', 'eye', 'still', 'winningest', 'coach', 'college', 'footbal']",pos
"['gagner is', 'agent', 'say', 'talk', 'continue', 'will', 'hearing', 'friday', 'no', 'deal', 'msm', 'just', 'proved', 'you are', '#clueless']",neg
"['woman', 'black', 'legendary', 'ghost', 'thriller', 'touring', 'dubai', 'abu', 'dhabi', 'november', 'december', '...']",pos
"['can', 'please', 'wednesday', 'potus', 're', 'elected', 'can', 'move', 'country', '#forward']",neu
"['jacksonville', 'really', 'sound', 'like', 'move', 'tomorrow']",neu
"['#asimplelife', 'open', 'tomorrow', 'lee is', 'star', 'san', 'fran', 'roger', 'ebert', 'called', 'one', 'year is', 'best', 'film']",neu
"['nooooooooo', 'maybe', 'can', 'just', 'look', 'right', 'test', 'tomorrow', 'first']",neg
"['#hcafc', 'loan', 'keeper', 'ben', 'amos', 'named', 'england', 'side', 'face', 'azerbaijan', 'next', 'thursday', 'norway', 'sept']",neu
"['norv', 'turner', 'call', 'play', 'action', 'pas', 'goal', 'half-yard', 'line', 'river', 'throw', 'pick', '#chargers']",neu
"['friend', 'betting', 'joe', 'wet', 'pant', 'see', 'whopping', 'mitten', 'will', 'get', 'nov']",neu
"['waheed', 'proposed', 'mdp', 'join', 'gov', 'prior', 'coni is', 'verdict', 'feb', 'controversial', 'power', 'transfer', 'refrained', 'mdp', 'joining', 'govt']",neg
"['booked', 'see', 'good', 'day', 'die', 'hard', 'february', 'valentine is', 'day']",neu
"['frankie', 'think', 'i am', 'gonna', 'date', 'bed', 'tomorrow', 'that is', 'boy']",pos
"['pray', 'mohamed', 'morsi', 'new', 'president', 'egypt', 'may', 'continue', 'leader', 'freedom', 'peace']",pos
"['becky', 'cause', 'told', '..', 'i will', 'figure', 'tomorrow', '..']",neu
"['axl', 'rose', 'need', 'just', 'give', 'now', 'not', 'later', 'not', 'soon', 'not', 'tomorrow', 'now']",neg
"['shout', 'boy', 'fight', 'tomorrow', 'night', 'la', 'vega', '#rfa', 'card', 'he is', 'put', 'work', 'do not', 'need', 'wish', 'luck']",pos
"['dec', 'know', 'it is', 'far', 'near', 'end', 'sagittarius', 'i am', 'full', 'blown', 'sag', 'girl', 'happy', 'lol']",pos
"['you are', 'isle', 'man', 'next', 'thurs', 'i will', 'talking', 'safe', 'house', 'signing', 'book', 'waterstones', 'pm']",neu
"['pbr', 'bring', 'jim', 'white', 'lounge', 'october', 'pm']",neu
"['happy', 'halloween', 'starting', 'wicked', 'wednesday', 'listening', 'pink', 'floyd', 'leonard', 'cohen', 'get', 'take', 'boy', 'tonight', 'yay']",pos
"['wonder', 'cortese', 'thinking', 'watching', 'half', 'total', 'wank', 'boruc', 'disgrace', 'complete', 'twat', '#saintsfc']",neg
"['sad', 'will not', 'get', 'see', 'challenge', 'battle', 'season', 'tonight', 'sad', 'guess', 'i will', 'wait', 'next', 'wednesday', '..']",neg
"['austin', 'river', 'need', 'get', 'stronger', '#spurs', 'guard', 'muscling', 'tonight', 'started', 'just', 'now', 'scored', '#hornets']",neg
"['july', 'national', 'milk', 'chocolate', 'day', 'might', 'say', 'milk', 'chocolate', 'star', 'chocolate', 'cont']",neu
"['sunday', 'november', 'olympus', 'expert', 'will', 'hand', 'curry', 'store', 'cambridge', '...']",neu
"['happy', 'valentine', 'day', '...', 'live', 'brazil', 'otherwise', 'just', 'another', 'irritating', 'monday']",pos
"['okay', 'watch', 'woman', 'black', 'may', 'terrible', 'night']",neg
"['saturday', 'buy', 'ticket', '#tmhtour', 'belgium', 'i am', 'happy']",pos
"['go', 'way', 'fast', 'o', 'already', 'year', 'saw', 'avril', 'lavigne', 'concert', 'october', 'one', 'best', 'day', 'life', ':d']",pos
"['gambled', 'chocolate', 'day', 'successful', 'theme', 'day', 'work', '..', 'turn', 'chdn', 'like', 'chocolate', 'wed', 'gross', 'day', 'hope', 'kid', 'like', 'gross', 'stuff']",pos
"['harry', 'redknapp', 'set', 'hold', 'talk', 'blackburn', 'job', 'tuesday', 'prepares', 'return', 'management', 'mail']",neu
"['go', 'bell', 'game', 'tomorrow', 'i will', 'take', 'littlle', 'whippa']",neu
"['many', 'choice', 'gig', 'saturday', 'night', 'ibb', 'rugby', 'club', 'one', 'two', 'twmpath', '...']",neu
"['compare', 'diablo', 'iii', 'regardless', 'fair', 'comparison', 'may']",neu
"['many', 'continent', 'challenge', 'filmed', 'okay', 'fail', 'grade']",neg
"['going', 'boy', 'girl', 'club', 'clean', 'tomorrow', 'told', 'u', 'bring', 'boot', 'glove', 'welcome']",pos
"['last', 'hectic', 'day', 'office', 'week', 'asia', 'ifeat', 'singapore', 'taiwan', 'hk', 'china.then', 'wks', 'jet', 'lag', 'get', 'every', 'time']",neu
"['david', 'letterman', 'interesting', 'show', 'monday', 'located', 'new', 'york', 'city', 'hurricane', '...']",pos
"['anonymous', 'asked', 'just', 'realized', 'watchin', 'fri-end', 'youtube', 'account', 'uploaded', 'video', '...']",neu
"['november', 'birthday', 'month', 'election', 'day', 'weekend', 'san', 'fran', 'naples', 'thanksgiving', 'lot', 'friend', 'family', 'yes']",pos
"['i have', 'tv', 'time', 'now', 'still', 'waiting', 'call', 'itv', 'dancing', 'ice', 'though', 'starting', 'think', 'may', 'famous']",neg
"['slap', 'shot', 'nash', 'back', 'injury', 'skate', 'davos', 'rick', 'nash', 'new', 'york', 'ranger', 'returned', 'action', 'switzerland', 'tuesday']",neu
"['eleanor', 'just', 'fan', 'met', 'louis', 'it is', 'funny', 'bc', 'probaly', 'wasnt', 'fan', 'like', 'may', 'known', 'was not', 'fan']",neu
"['hope', 'make', 'sure', 'take', 'care', 'eli', 'manning', 'giant', 'v', 'pittsburgh', 'sunday', '#nfl']",pos
"['canceled', 'frankie', 'date', 'supposed', 'tomorrow', 'now', 'everyone', 'going', 'rescheduled', 'show', 'south', 'bend']",neg
"['i have', 'got', 'ticket', 'see', 'leonard', 'cohen', 'rosemont', 'il', 'november', 'can not', 'use', 'anyone', 'interested', 'face', 'value']",neu
"['also', 'mancs', 'going', 'youth', 'team', 'last', 'night', 'thought', 'put', 'decent', 'side', 'seeing', 'afc', 'sat']",neu
"['come', 'romney', 'may', 'not', 'able', 'vote', 'britain', 'completley', 'support', 'good', 'luck']",pos
"['wwe', '#raw', 'interesting', 'next', 'week', 'road', 'dogg', 'returned', 'wwe', 'royal', 'rumble', 'shawn', 'michael', 'going', 'raw', 'monday']",pos
"['i am', 'far', 'stressed', 'finishing', 'essay', 'tomorrow', 'shall', 'minimise', 'play', 'temple', 'run', '#problemsolved']",neu
"['saturday', 'night', 'live', 'jeopardy', 'skit', 'will', 'ferrell']",neu
"['kendrick', 'perkins', 'led', 'league', 'year', 'row', 'spm', 'scowl', 'per', 'minute', 'literally', 'laughed', 'loud']",pos
"['#mufc', 'xi', 'super', 'sunday', 'de', 'gea', 'rafa', 'rio', 'evans', 'evra', 'clevz', 'nani', 'young', 'roo', 'chicha', 'rvp']",neu
"['eli', 'manning', 'best', 'quarter', 'qb', 'game']",pos
"['do not', 'want', 'love', 'like', 'jonny', 'june', 'want', 'love', 'like', 'blake', 'miranda']",neu
"['lin', 'pick', 'loose', 'ball', 'just', 'truck', 'stuckey', 'unfortunately', 'that is', 'not', 'allowed', 'bench', 'foul', 'piston', 'reclaim', 'lead']",neg
"['not', 'sure', 'im', 'going', 'halloween', 'yet', 'sun', 'shine', 'just', 'obvious', 'larry', 'bird', 'front', 'runner', 'right', 'now']",neg
"['cundiff', 'would have', 'made', 'field', 'goal', 'sunday', 'could have', 'eatin', 'free', 'sub', 'subway', 'lunch']",neu
"['personally', 'do not', 'see', 'grammy', 'playing', 'afl', 'still', 'think', 'he will', 'turn', 'something', 'else', 'now', 'best', 'luck', 'may', 'next']",pos
"['feel', 'bad', '..', 'boo', 'asia', 'bday', 'event', 'maybe', 'cancelled', 'sunday', '...', 'soooo', 'looking', 'forward']",neg
"['dirty', 'jim', 'close', 'one', 'not', 'may', 'started', 'hearing', 'comparison', 'cundiff', 'town']",neu
"['mid', 'tennessee', 'v', 'western', 'kentucky', 'game', 'hear', 'they are', 'gonna', 'play', 'annual', 'ogalla', 'nebraska', 'snail', 'chuckin', 'pageant']",neu
"['i am', 'going', 'bullet', 'valentine', 'academy', 'glasgow', 'glasgow', 'united', 'kingdom', 'mar']",neu
"['it is', 'friday', 'soul', 'train', 'firmly', 'parked', 'pri', 'soul', 'show', 'radio', 'c amon', 'perth', 'get', 'request', 'next', 'hour', 'happy']",neu
"['people', 'power', 'travel', 'egypt', 'see', 'april', 'activist', 'faring', 'since', 'mohamed', 'morsi is', 'election']",neu
"['next', 'tuesday', 's', 'chocolate', 'day', 'halloween', 'right', 'around', 'corner', 'sure', 'curb', 'candy', 'craving']",neu
"['shit', 'yeah', 'it is', 'thursday', 'russell', 'howard', 'good', 'news', 'celebrity', 'juice']",pos
"['pretty', 'good', 'thursday', 'night', 'river', 'stop', 'sucking', 'bad', 'qualcomm', 'stadium']",pos
"['heart', 'gold', 'twat', 'glass', 'c amon', 'baby', 'can not', 'ya', 'see', 'yes', '..', 'glass', 'twat', '..', 'better', 'known', 'womb', 'view', ';d', 'lol']",pos
"['i am', 'good', 'gambling', 'just', 'owned', 'la', 'vega', 'leaving', 'tomorrow', 'morning', 'weekend', 'dog', 'sitting', 'homework', 'not', 'bad', 'week']",pos
"['who is', 'google', 'want', 'participate', 'live', 'google', 'hangout', 'animalsense', 'next', 'wed', '...']",neu
"['can', 'not', 'change', 'yesterday', 'can', 'make', 'day', 'look', 'hope', 'toward', 'tomorrow', 'anonymous']",neg
"['wonderful', 'workshop', 'thursday', 'sag', 'office', 'carol', 'nadell', 'selective', 'casting', '...']",pos
"['ryan', 'budget', 'many', 'year', 'ago', 'recent', 'did not', 'include', 'mitt is', 'said', 'many', 'time', 'he is', 'president', '..']",neu
"['everyone', 'want', 'give', 'eli', 'manning', 'credit', 'every', 'win', 'truth', 'sunday is', 'game', 'blowout']",neu
"['charles', 'dickens', 'may', 'just', 'another', 'life', '#thisisme']",neu
"['going', 'buffalo', 'wild', 'wing', 'tomorrow', 'life', 'long', 'friend', 'israel', 'brother', '..', 'that is', 'call', 'good', 'night', '#knicksnation']",pos
"['pm', 'tomorrow', 'night', 'date', 'denzel', '#flight', 'can not', 'wait']",pos
"['apple', 'ceo', 'apologizes', 'error-ridden', 'new', 'map', 'app', 'apple', 'ceo', 'tim', 'cook', 'apologized', 'friday', 'company', 's', 'erro', '...']",pos
"['new', 'die', 'hard', 'movie', 'coming', 'feb', '..', 'look', 'like', 'bruce', 'willis', 'going', 'valentine', 'date', ':o)']",pos
"['liked', 'video', 'anonymous', 'remember', 'remember', 'november']",pos
"['hello', 'man', 'pointy', 'multicoloured', 'snake', 'skin', 'cowboy', 'boot', 'suit', 'axl', 'rose is', 'hair', 'you have', 'made', 'friday', 'heart', 'even', 'happier']",pos
"['real', 'america', 'will', 'stand', 'tuesday', 'make', 'count', 'mitt', 'ready', 'lead', 'u', 'jimmy', 'carter', 'funk', 'we are']",neu
"['dana', 'asked', 'chael', 'started', 'job', 'fox', 'chael', 'response', 'oct', 'fuel', 'tv']",neu
"['hmm', 'think', 'living', 'movie', 'ground', 'hog', 'day', 'grandma', 'jan', 'isaac', 'back', 'weekend']",neu
"['ill', 'bring', 'birthday', 'card', 'friday', 'kane', 'aw', 'really', 'it is', 'thought', 'count', 'i would', 'prefer', 'tv', 'twat']",pos
"['nfl', 'news', 'new', 'york', 'giant', 'game-by-game', 'prediction', 'half', 'season', '#football', '#nfl', '#nfceast']",neu
"['gotta', 'go', 'see', 'flight', 'tomorrow', 'denzel', 'greatest', 'actor', 'ever']",pos
"['damn', 'just', 'got', 'cougar', 'town', 'cupcake', 'going', 'bring', 'tomorrow', 'share', 'should not', 'eat', 'alone', '...']",neg
"['#ladsontour', 'mon', 'boy', 'there', 'thing', 'missin', '#banjoooooooooooooooooo', 'nooooooooo']",neu
"['black', 'friday', 'deal', 'olympus', 'om-d', 'e-m', 'live', 'mo', 'interchangeable', 'lens', 'camera', 'inch', 'tilting', 'oled', 'tou', '...']",neu
"['kobe', 'like', 'eli', 'manning', '#beware']",neg
"['wednesday', 'thursday', 'will', 'struggle', 'work', 'champion', 'league', 'resume', 'gmt']",neu
"['also', 'need', 'least', 'accredated', 'act', 'rebt', 'end', 'yr']",neu
"['one', 'commentator', 'reference', 'smart', 'dook', 'player', 'may', 'just', 'turn', 'mess', '#overratededucation', '#dook']",neg
"['played', 'dishonored', 'darksiders', 'mass', 'effect', 'last', 'hour']",neu
"['scariest', 'man', 'alive', 'kendrick', 'perkins', 'close', 'ray', 'lewis', 'probably', 'human', 'ever', 'not', 'born', 'indoor', 'voice']",neg
"['just', 'whip', 'baby', 'whip', 'night', 'welcome', 'soul', 'train', 'fandom', 'may', 'never', 'leave']",pos
"['charger', 'may', 'go', 'will', 'make', 'playoff', 'afc', '...', 'nfc', 'team', 'must', 'win', 'game', 'fact']",neu
"['late', 'halloween', 'party', 'next', 'saturday', 'going', 'thriller', 'michael', 'jackson', 'controversial', 'hold', 'baby', 'doll']",neu
"['lol', 'i will', 'able', 'saturday', '..', 'friday', 'night', 'greek', 'show']",pos
"['hellyeaa', 'ahaha', 'one', 'street', 'nigga']",pos
"['hahahaha', 'spanish', 'people', 'nadal is', 'box', 'smiling', 'break', 'set', 'hahahahahaha', '#rewatchingaofinal']",pos
"['sick', 'beard', 'download', 'finished', 'rock', 'sun', 'dick', 'put', 'id', 'cupid']",neu
"['sunday', 'sag', 'like', 'friday', 'idaho', '...', 'boring', 'fuck']",neg
"['he will', 'eli', 'manning', 'nba', 'r', 'best', 'quarter', 'player', 'sport', '#closer', '#killerinstinct', '#splapa']",pos
"['monday', 'go', 'back', 'old', 'job', 'fourth', 'time', 'life', 'groundhog', 'day', 'movie']",neu
"['steelers', 'play', 'good', 'sunday', 'say', 'keep', 'bee', 'uniform', 'way', 'superbowl', '#steelers']",pos
"['harry', 'redknapp', 'heavily', 'linked', 'position', 'blackburn', 'manager', 'today', 'however', 'qpr', 'may', 'begun', 'courting', 'already', '...']",neu
"['yo', 'i am', 'excited', 'royal', 'rumble', 'might', 'book', 'monday', 'work', 'can', 'watch']",pos
"['procrastinating', 'need', 'get', 'ready', 'district', 'chicago', 'police', 'rally', 'violence', 'chi-town', 'cheer', 'will', 'performing', 'king', 'dr']",pos
"['will', 'lunch', 'tomorrow', 'night', 'random', 'hoe', 'that is', 'hitting', 'castle', 'nooooooooo', 'beckett']",neg
"['happy', 'birthday', 'nick', 'j', 'hope', 'it is', 'one', 'best', 'you have', 'accomplished', 'much', 'already', '...', 'much', 'come', 'love']",pos
"['#factsaboutme', 'born', 'day', 'day', 'chinese', 'new', 'year', 'immediately', 'gotten', 'lot', 'redpacket', ':d']",pos
"['work', 'almost', 'negro', 'will not', 'see', 'face', 'till', 'monday', 'night']",neg
"['i will', 'senior', 'bowl', 'fun', 'run', 'niece', 'next', 'saturday']",pos
"['monta', 'elli', 'elli', 'just', 'two', 'point', 'shooting', 'friday', '#nba']",neu
"['baltimore', 'team', 'mascot', 'come', 'missing', 'person', 'interest', 'billy', 'cundiff', 'redskin', 'mascot', 'taken', 'blame']",neu
"['want', 'go', 'chapel', 'hill', 'tomorrow', 'halloween']",neu
"['no', 'youth', 'tomorrow', 'come', 'fall', 'festival', 'also', 'sunday', 'high', 'school', 'will', 'attend', 'main', 'service', 'adult', 'super', 'sunday']",neu
"['hope', 'can', 'get', 'ticket', 'concert', 'belgium', 'can not', 'order', 'till', 'saturday', 'pfff', '...', 's']",pos
"['low-fat', 'oasis', 'edmonton', 'sun', 'low-fat', 'oasisedmonton', 'sunpoor', 'noel', 'gallagher', 'alone', 'new', 'ba', '...']",neu
"['goal', 'river', 'throw', 'int', 'terrible', 'pas', 'river', 'bad', 'decision', 'cost', 'u', 'game', 'geez', 'half', 'time', 'sd']",neg
"['egypt is', 'morsi', 'get', 'red', 'carpet', 'welcome', 'iran', 'tehran', 'aug', 'egypt is', 'mohamed', 'morsi', 'iran', 'first', 'visit', '...']",pos
"['need', 'shower', 'start', 'getting', 'ready', 'i am', 'just', 'sat', 'bed', 'blogging', 'watching', 'celebrity', 'juice']",neu
"['melbourne', 'cup', 'woop', 'thats', 'fab', 'horse', 'racing', 'day', 'christmas', 'easter', 'good', 'friday', 'australia', 'day', 'idk', 'heap', 'haha']",pos
"['radio', 'instead', 'mt', 'it is', 'first', 'week', 'without', 'waterloo', 'road', 'going', 'boring', 'thursday']",neg
"['ground', 'hog', 'day', 'good', 'film', 'sunday', 'food', 'film', '#sunday']",pos
"['seattle', 'portland', 'knit', 'together', 'covered', 'california', 'sun', 'you would', 'san', 'fran', 'kinda', 'love']",pos
"['estou', 'ouvindo', 'brown', 'eye', 'live', 'friday', 'show', 'jonathan', 'ross', 'lady', 'gaga', 'via']",neu
"['nigga', 'really', 'fighting', 'gas', 'station', 'sat', 'night', 'tho']",neg
"['holland', 'countdown', 'ufc', 'silva', 'v', 'bonnar', 'debut', 'tuesday', 'fuel', 'tv']",neu
"['hmmm', '...', 'occurs', 'have not', 'received', 'residual', 'check', 'nearly', 'year', 'now', 'think', 'email', 'sag', 'tomorrow']",neg
"['buenos', 'aires--argentina', 'late', 'wednesday', 'approved', 'law', 'lower', 'legal', 'voting', 'age', 'move', 's', '...']",neu
"['apple is', 'increasing', 'skeumorphism', 'wood', 'leather', 'effect', 'tim', 'cook', 'canned', 'scott', 'forstall', 'no', 'dodgy', 'effect']",pos
"['aubig', 'black', 'leather', 'camera', 'case', 'bag', 'pouch', 'case', 'strap', 'olympus', 'om-d', 'omd', 'e-m', 'cyber', 'monday', 'deal']",neu
"['next', 'wednesday', 'going', 'disney', 'one', 'no', 'chance', 'avril', 'will', 'go', 'universal', 'night', '#wimp']",neg
"['man', 'going', 'change', 'vote', 'based', 'axl', 'rose is', 'opinion', 'said', 'no', 'one', 'ever', 'politico', 'c amon', 'man']",neu
"['bullet', 'valentine', 'next', 'year', 'still', 'want', 'go', 'see', 'presale', 'start', 'tomorrow', 'morning']",neu
"['hope', 'loved', 'one', 'back', 'maryland', 'okay', 'did not', 'see', 'wednesday', 'happy']",pos
"['yay', 'bruno', 'mar', 'coming', 'new', 'album', 'december', '(;', 'must']",pos
"['i am', 'like', '..', 'fuck', 'happy', 'valentine', 'day', 'trending', 'june', 'anyways', 'just', 'knew', 'celebrated', 'brasil', 'xx']",pos
"['dublin', 'saturday', '...', 'gotta', 'get', 'guinness']",neu
